patent_id,ipc8,ipc_num
CN101847473A,  C08K  13/02        20060101ALI20100930BHCN         ,3
CN101847473A,  C08L  23/00        20060101ALI20100930BHCN         ,4
CN101847473A,  C08L  23/16        20060101ALI20100930BHCN         ,5
CN101847473A,  C08L  33/04        20060101ALI20100930BHCN         ,6
CN101847473A,  C08L  33/20        20060101ALI20100930BHCN         ,7
CN101847473A,  C08L  53/00        20060101ALI20100930BHCN         ,8
CN101847473A,  H01B   3/22        20060101ALI20100930BHCN         ,9
CN101847473A,  H01B   7/285       20060101ALI20100930BHCN,10
CN101877852A, H04W  12/06        20090101AFI20110812BHCN         ,1
CN101877852A,  H04W  28/18        20090101ALI20110812BHCN         ,2
CN101877852A,  H04W  48/08        20090101ALI20110812BHCN,3
CN101822445A, A43B   5/00        20060101AFI20100910BHCN         ,1
CN101822445A,  A61B   5/0205      20060101ALN20100910BHCN,2
CN101822638A, A61K   9/107       20060101AFI20100910BHCN         ,1
CN101822638A,  A61K  31/05        20060101ALI20100910BHCN         ,2
CN101822638A,  A61K  31/09        20060101ALI20100910BHCN         ,3
CN101822638A,  A61K  47/26        20060101A I20171219RHCN         ,4
CN101822638A,  A61K  47/44        20170101A I20171219RHCN         ,5
CN101822638A,  A61P   3/06        20060101ALI20100910BHCN         ,6
CN101822638A,  A61P  17/06        20060101ALI20100910BHCN         ,7
CN101822638A,  A61P  31/10        20060101ALI20100910BHCN         ,8
CN101822638A,  A61P  35/00        20060101ALI20100910BHCN         ,9
CN101822638A,  A61P  39/06        20060101ALI20100910BHCN,10
CN101869906A, B09B   3/00        20060101AFI20101028BHCN,1
CN101880009A, B66C  23/16        20060101AFI20110812BHCN         ,1
CN101880009A,  B66C  23/62        20060101ALI20110812BHCN,2
CN101860853A, H04W   8/22        20090101AFI20101020BHCN         ,1
CN101860853A,  H04W  12/06        20090101ALI20101020BHCN,2
CN101835312A, H05B  37/02        20060101AFI20100916BHCN,1
CN101892815A, E21B  31/107       20060101AFI20110812BHCN,1
CN101892846A, E21D  11/00        20060101AFI20110812BHCN         ,1
CN101892846A,  E21D  11/38        20060101ALI20110812BHCN,2
CN101893809A, G03B  15/05        20060101AFI20110812BHCN         ,1
CN101893809A,  F21V  19/00        20060101ALI20110812BHCN         ,2
CN101893809A,  F21Y 101/02        20060101ALN20110812BHCN         ,3
CN101893809A,  G01N  21/64        20060101ALI20110812BHCN         ,4
CN101893809A,  H05B  37/02        20060101ALI20110812BHCN,5
CN101885213A, B29B  17/02        20060101AFI20110812BHCN,1
CN101937619A, G08G   1/14        20060101AFI20110922BHCN         ,1
CN101937619A,  G01C  21/00        20060101ALI20110922BHCN         ,2
CN101937619A,  G06K  17/00        20060101ALI20110922BHCN,3
CN101984740A, H05K   7/20        20060101AFI20110922BHCN,1
CN101905179A, B02B   3/00        20060101AFI20111213BHCN         ,1
CN101905179A,  B02B   3/04        20060101ALI20111213BHCN         ,2
CN101905179A,  B02B   3/08        20060101ALI20111213BHCN         ,3
CN101905179A,  B02B   7/00        20060101ALI20111213BHCN,4
CN101911397A, H01R  13/639       20060101AFI20111213BHCN         ,1
CN101911397A,  H01R  12/79        20110101A I20191014RMKR,2
CN101921157A, C05G   3/90        20200101A I20191016RMCN,1
CN101979230A, B28D   5/04        20060101AFI20110922BHCN,1
CN101997104A, H01M   2/26        20060101AFI20120302BHCN         ,1
CN101997104A,  H01M   2/12        20060101ALI20120302BHCN         ,2
CN101997104A,  H01M   2/30        20060101ALI20120302BHCN,3
CN101923401A, G06F   3/023       20060101AFI20111213BHCN,1
CN101961416A, A61K  36/804       20060101AFI20110922BHCN         ,1
CN101961416A,  A61P  13/08        20060101ALI20110922BHCN,2
CN101997942A, H04M   1/02        20060101AFI20120302BHCN         ,1
CN101997942A,  G06F   1/16        20060101ALI20120302BHCN,2
CN101998117A, H04N  19/103       20140101A I20141211RHCN         ,1
CN101998117A,  H04N  19/176       20140101A I20141211RHCN         ,2
CN101998117A,  H04N  19/40        20140101A I20141211RHCN,3
CN101953925A, A61K  36/752       20060101AFI20110922BHCN         ,1
CN101953925A,  A61P   1/16        20060101ALI20110922BHCN,2
CN101924916A, H04N   7/173       20110101AFI20111213BHCN         ,1
CN101924916A,  G06F   3/0481      20130101A I20150417RHCN,2
CN101962729A, C22C  37/00        20060101AFI20110922BHCN         ,1
CN101962729A,  C22C  37/10        20060101ALI20110922BHCN         ,2
CN101962729A,  C22C  38/16        20060101ALI20110922BHCN         ,3
CN101962729A,  F03D  11/00        20060101ALI20110922BHCN,4
CN101944649A, H01Q   1/22        20060101AFI20110922BHCN         ,1
CN101944649A,  H01Q  13/08        20060101ALI20110922BHCN,2
CN101999359A, A01N  43/54        20060101AFI20120302BHCN         ,1
CN101999359A,  A01N  25/18        20060101ALI20120302BHCN         ,2
CN101999359A,  A01N  37/34        20060101ALI20120302BHCN         ,3
CN101999359A,  A01N  37/36        20060101ALI20120302BHCN         ,4
CN101999359A,  A01N  37/46        20060101ALI20120302BHCN         ,5
CN101999359A,  A01N  43/76        20060101ALI20120302BHCN         ,6
CN101999359A,  A01N  43/84        20060101ALI20120302BHCN         ,7
CN101999359A,  A01N  47/34        20060101ALI20120302BHCN         ,8
CN101999359A,  A01P   3/00        20060101ALI20120302BHCN,9
CN101964696A, H04L   1/06        20060101AFI20110922BHCN         ,1
CN101964696A,  H04B   1/707       20110101ALI20110922BHCN         ,2
CN101964696A,  H04L   1/00        20060101ALI20110922BHCN         ,3
CN101964696A,  H04L   1/16        20060101ALI20110922BHCN         ,4
CN101964696A,  H04L  25/03        20060101ALI20110922BHCN,5
CN101974323A, C09K  11/06        20060101AFI20110922BHCN         ,1
CN101974323A,  C09K   9/02        20060101ALI20110922BHCN,2
CN102002220A, C08L  67/02        20060101AFI20120302BHCN         ,1
CN102002220A,  C08K   3/26        20060101ALI20120302BHCN         ,2
CN102002220A,  C08K   3/30        20060101ALI20120302BHCN         ,3
CN102002220A,  C08K   3/34        20060101ALI20120302BHCN         ,4
CN102002220A,  C08K   5/098       20060101ALI20120302BHCN         ,5
CN102002220A,  C08K   7/18        20060101ALI20120302BHCN         ,6
CN102002220A,  C08K   7/20        20060101ALI20120302BHCN         ,7
CN102002220A,  C08K  13/02        20060101ALI20120302BHCN,8
CN102050644A, C05F   5/00        20060101AFI20111207BHCN,1
CN102011867A, F16J  15/48        20060101AFI20120302BHCN,1
CN102040334A, C03C   3/078       20060101AFI20111207BHCN         ,1
CN102040334A,  C03C   3/083       20060101ALI20111207BHCN,2
CN102070562A, C07D 277/72        20060101AFI20111207BHCN,1
CN102024649A, H01J  17/49        20120101AFI20120302BHCN         ,1
CN102024649A,  H01J   9/24        20060101ALI20120302BHCN         ,2
CN102024649A,  H01J  17/16        20120101ALI20120302BHCN,3
CN102101173A, B22F   9/24        20060101AFI20111207BHCN,1
CN102093466A, C07K   1/36        20060101AFI20111207BHCN,1
CN102055910A, H04N   5/232       20060101AFI20111207BHCN         ,1
CN102055910A,  G03B  13/36        20060101ALI20111207BHCN         ,2
CN102055910A,  G03B  17/14        20060101ALI20111207BHCN,3
CN102119461A, H01M   8/18        20060101AFI20111207BHCN         ,1
CN102119461A,  H01M   8/20        20060101ALI20111207BHCN,2
CN102111546A, H04N   5/232       20060101AFI20111207BHCN,1
CN102168190A, C22B  34/22        20060101AFI20120315BHCN         ,1
CN102168190A,  B03D   1/01        20060101ALI20120315BHCN         ,2
CN102168190A,  B03D   1/014       20060101ALI20120315BHCN         ,3
CN102168190A,  B03D 101/02        20060101ALN20120315BHCN         ,4
CN102168190A,  C22B   3/08        20060101ALI20120315BHCN,5
CN102140898A, E21B  19/22        20060101AFI20120309BHCN,1
CN102142514A, H01L  33/50        20100101AFI20120309BHCN,1
CN102115595A, C08L  77/02        20060101AFI20111207BHCN         ,1
CN102115595A,  C08K   3/02        20060101ALI20111207BHCN         ,2
CN102115595A,  C08K   3/22        20060101ALI20111207BHCN         ,3
CN102115595A,  C08K   3/34        20060101ALI20111207BHCN         ,4
CN102115595A,  C08K   3/38        20060101ALI20111207BHCN         ,5
CN102115595A,  C08K   5/098       20060101ALI20111207BHCN         ,6
CN102115595A,  C08K   5/134       20060101ALI20111207BHCN         ,7
CN102115595A,  C08K   5/526       20060101ALI20111207BHCN         ,8
CN102115595A,  C08K   7/14        20060101ALI20111207BHCN         ,9
CN102115595A,  C08K   9/04        20060101ALI20111207BHCN         ,10
CN102115595A,  C08K  13/06        20060101ALI20111207BHCN         ,11
CN102115595A,  C08L  51/06        20060101ALI20111207BHCN         ,12
CN102115595A,  C08L  77/06        20060101ALI20111207BHCN,13
CN102144405A, H04R   5/00        20060101AFI20120309BHCN,1
CN102126832A, C03C  17/34        20060101AFI20111207BHCN,1
CN102182053A, D06F  75/06        20060101AFI20120315BHCN         ,1
CN102182053A,  D06F  79/00        20060101ALI20120315BHCN         ,2
CN102182053A,  D06F  79/04        20060101ALI20120315BHCN,3
CN102118608A, H04N   7/18        20060101AFI20111207BHCN         ,1
CN102118608A,  H04N   5/235       20060101ALI20111207BHCN,2
CN102157619A, H01L  31/18        20060101AFI20120309BHCN         ,1
CN102157619A,  C30B  33/10        20060101ALI20120309BHCN         ,2
CN102157619A,  H05B   3/78        20060101ALI20120309BHCN,3
CN102223854A, A61D  19/02        20060101AFI20120203BHCN         ,1
CN102223854A,  A61D  19/04        20060101ALI20120203BHCN,2
CN102193382A, G03G  15/01        20060101AFI20120315BHCN         ,1
CN102193382A,  G03G  15/08        20060101ALI20120315BHCN         ,2
CN102193382A,  G03G  21/14        20060101ALI20120315BHCN,3
CN102184919A, H01L  27/04        20060101AFI20120315BHCN         ,1
CN102184919A,  H01L  29/417       20060101ALI20120315BHCN         ,2
CN102184919A,  H01L  29/861       20060101ALI20120315BHCN,3
CN102184961A, H01L  29/78        20060101AFI20120315BHCN         ,1
CN102184961A,  H01L  21/336       20060101ALI20120315BHCN         ,2
CN102184961A,  H01L  29/49        20060101ALI20120315BHCN,3
CN102186089A, H04N   9/67        20060101AFI20120315BHCN,1
CN102225622A, B29C  69/00        20060101AFI20120203BHCN,1
CN102236570A, G06F   9/445       20060101AFI20120329BHCN,1
CN102246883A, A23J   1/02        20060101AFI20120329BHCN,1
CN102280387A, H01L  21/336       20060101AFI20111216BHCN         ,1
CN102280387A,  H01L  21/8247      20060101ALI20111216BHCN,2
CN102280462A, H01L  27/146       20060101AFI20111216BHCN         ,1
CN102280462A,  H04N   5/225       20060101ALI20111216BHCN,2
CN102229667A, C07K  14/56        20060101AFI20120329BHCN         ,1
CN102229667A,  A61K   9/08        20060101ALI20120329BHCN         ,2
CN102229667A,  A61K  38/21        20060101ALI20120329BHCN         ,3
CN102229667A,  A61K  47/48        20060101ALI20120329BHCN         ,4
CN102229667A,  A61P  31/12        20060101ALI20120329BHCN         ,5
CN102229667A,  A61P  35/00        20060101ALI20120329BHCN         ,6
CN102229667A,  A61P  37/02        20060101ALI20120329BHCN         ,7
CN102229667A,  C07K   1/113       20060101ALI20120329BHCN         ,8
CN102229667A,  C07K   1/18        20060101ALI20120329BHCN,9
CN102258830A, A62B   1/06        20060101AFI20111202BHCN         ,1
CN102258830A,  A62B   1/22        20060101ALI20111202BHCN,2
CN102212261A, C08L  67/06        20060101AFI20120203BHCN         ,1
CN102212261A,  C08K   5/098       20060101ALI20120203BHCN         ,2
CN102212261A,  C08K   5/14        20060101ALI20120203BHCN         ,3
CN102212261A,  C08K   7/14        20060101ALI20120203BHCN         ,4
CN102212261A,  C08K  13/04        20060101ALI20120203BHCN,5
CN102269978A, G05B  19/04        20060101AFI20111208BHCN,1
CN102259390A, B28C   9/02        20060101AFI20111202BHCN,1
CN102231659A, H04L   1/00        20060101AFI20120329BHCN         ,1
CN102231659A,  H04L  25/02        20060101ALI20120329BHCN,2
CN102242441A, D03D  15/00        20060101AFI20120329BHCN         ,1
CN102242441A,  D03D  13/00        20060101ALI20120329BHCN,2
CN102284200A, B01D  21/02        20060101AFI20111222BHCN         ,1
CN102284200A,  B01D  21/24        20060101ALI20111222BHCN         ,2
CN102284200A,  B01D  21/28        20060101ALI20111222BHCN,3
CN102273205A, H04N   7/26        20060101AFI20111208BHCN         ,1
CN102273205A,  H04N   7/50        20060101ALI20111208BHCN,2
CN102273869A, A47G   9/02        20060101AFI20111216BHCN         ,1
CN102273869A,  D04B  21/04        20060101ALI20111216BHCN         ,2
CN102273869A,  D06M  15/643       20060101ALI20111216BHCN         ,3
CN102273869A,  D06P   1/16        20060101ALI20111216BHCN,4
CN102263617A, H04L   1/16        20060101AFI20111202BHCN         ,1
CN102263617A,  H04L   1/00        20060101ALI20111202BHCN,2
CN102288762A, G01N  33/577       20060101AFI20120723BHCN         ,1
CN102288762A,  G01N  33/532       20060101ALI20120723BHCN         ,2
CN102288762A,  G01N  33/544       20060101ALI20120723BHCN,3
CN202989879U, E02B   7/44        20060101AFI20130927BHCN,1
CN202992453U, F16L  23/032       20060101AFI20130927BHCN         ,1
CN202992453U,  F16L  23/028       20060101ALI20130927BHCN,2
CN203036998U, F25D  27/00        20060101AFI20131029BHCN,1
CN203166463U, H02H   3/08        20060101AFI20131203BHCN,1
CN203084806U, G07C   9/00        20060101AFI20131029BHCN,1
CN203171173U, B23K  37/04        20060101AFI20131223BHCN         ,1
CN203171173U,  B25B  11/00        20060101ALI20131223BHCN,2
CN203150468U, H01H  33/668       20060101AFI20131203BHCN,1
CN203067030U, E21F  17/18        20060101AFI20131029BHCN,1
CN202984597U, B22C   9/28        20060101AFI20130927BHCN,1
CN203028966U, A47J  27/21        20060101AFI20131029BHCN         ,1
CN203028966U,  A47J  36/24        20060101ALI20131029BHCN         ,2
CN203028966U,  A47J  36/36        20060101ALI20131029BHCN,3
CN202986149U, B30B  15/00        20060101AFI20130927BHCN,1
CN203118563U, H01B   7/02        20060101AFI20131203BHCN         ,1
CN203118563U,  H01B   7/00        20060101ALI20131203BHCN         ,2
CN203118563U,  H01B   7/04        20060101ALI20131203BHCN         ,3
CN203118563U,  H01B   7/17        20060101ALI20131203BHCN,4
CN203098787U, F16H  48/28        20120101AFI20131203BHCN,1
CN203190372U, F21V  17/10        20060101ALI20131223BHCN         ,1
CN203190372U,  F21V  17/12        20060101ALI20131223BHCN         ,2
CN203190372U,  F21V  29/503       20150101A I20151210RHCN         ,3
CN203190372U,  F21V  29/74        20150101A I20151210RHCN         ,4
CN203190372U,  F21Y 101/02        20060101ALN20131223BHCN,5
CN203273175U, F16L  55/033       20060101AFI20140304BHCN         ,1
CN203273175U,  F15D   1/02        20060101ALI20140304BHCN,2
CN203379927U, B02C  13/28        20060101AFI20140414BHCN,1
CN203318396U, B60T  13/74        20060101AFI20140325BHCN,1
CN203359857U, B66C  23/78        20060101AFI20140325BHCN         ,1
CN203359857U,  B66C  23/62        20060101ALI20140325BHCN,2
CN203362167U, E21D   9/06        20060101AFI20140325BHCN         ,1
CN203362167U,  E21D   9/087       20060101ALI20140325BHCN,2
CN203239020U, E04H   6/24        20060101AFI20140128BHCN         ,1
CN203239020U,  E04H   6/18        20060101ALI20140128BHCN         ,2
CN203239020U,  G05B  19/00        20060101ALI20140128BHCN,3
CN203269468U, B66F   7/08        20060101AFI20140304BHCN,1
CN203469062U, A61L   2/04        20060101AFI20140731BHCN         ,1
CN203469062U,  A61L   2/24        20060101ALI20140731BHCN,2
CN203500465U, F16J  15/16        20060101AFI20140731BHCN         ,1
CN203500465U,  F16J  15/18        20060101ALI20140731BHCN         ,2
CN203500465U,  F16J  15/40        20060101ALI20140731BHCN,3
CN203504008U, H02B   1/30        20060101AFI20140731BHCN         ,1
CN203504008U,  E06C   7/42        20060101ALI20140731BHCN         ,2
CN203504008U,  E06C   9/12        20060101ALI20140731BHCN,3
CN203662235U, A47B  13/08        20060101AFI20141211BHCN,1
CN203625220U, C02F  11/14        20060101AFI20141211BHCN         ,1
CN203625220U,  C02F 103/10        20060101ALN20141211BHCN,2
CN203787951U, H02H   7/26        20060101AFI20141201BHCN,1
CN203949379U, F24H   9/12        20060101AFI20150310BHCN,1
CN203950202U, G05D   1/02        20060101AFI20150310BHCN         ,1
CN203950202U,  H04N   5/225       20060101ALI20150310BHCN,2
CN203873165U, A45C   5/04        20060101AFI20150603BHCN         ,1
CN203873165U,  A45C   5/14        20060101ALI20150603BHCN         ,2
CN203873165U,  A45C  13/02        20060101ALI20150603BHCN         ,3
CN203873165U,  G08C  17/02        20060101ALI20150603BHCN,4
CN203955214U, B01J  19/18        20060101AFI20150310BHCN,1
CN203982727U, G09F   9/33        20060101AFI20150416BHCN,1
CN204089140U, H02G  15/06        20060101AFI20150520BHCN,1
CN204049815U, A61B  17/80        20060101AFI20150416BHCN,1
CN204192705U, A61B  17/29        20060101AFI20150825BHCN,1
CN204072883U, A61M   1/00        20060101AFI20150520BHCN         ,1
CN204072883U,  A61M   5/14        20060101ALI20150520BHCN,2
CN204196407U, B32B  37/12        20060101AFI20150825BHCN         ,1
CN204196407U,  B32B  38/08        20060101ALI20150825BHCN,2
CN204117361U, G08G   1/017       20060101AFI20150520BHCN         ,1
CN204117361U,  H04N   7/18        20060101ALI20150520BHCN,2
CN204106017U, A61B   5/145       20060101AFI20150520BHCN         ,1
CN204106017U,  G06K   7/00        20060101ALI20150520BHCN,2
CN204128103U, F24F   5/00        20060101AFI20150520BHCN         ,1
CN204128103U,  F24F   6/04        20060101ALI20150520BHCN         ,2
CN204128103U,  F24F  11/02        20060101ALI20150520BHCN         ,3
CN204128103U,  F24F  13/28        20060101ALI20150520BHCN,4
CN204276985U, B23B  47/28        20060101AFI20150825BHCN,1
CN204232290U, A24F  47/00        20060101AFI20150825BHCN,1
CN204343303U, E02D  17/13        20060101AFI20151022BHCN         ,1
