'ID,Serial No,Location,Mfg.,Type,Model,Reading Date,Reading Time,Reading Timezone,Hour Meter,Operator Logon,Equipment Idle,Equipment Meter Usage,Equipment Travel,Equipment Hydraulic
007,1A389950,Greencastle Materials,Crown Equipment Corporation,TSP,TSP6500-33,09/29/20,10:40:22 PM,EDT,32059.7,216.1,11.8,204.4,78.5,73.3
051,1A390076,Greencastle Materials,Crown Equipment Corporation,TSP,TSP6500-33,09/30/20,02:53:50 AM,EDT,34709.7,153.3,10.5,142.8,54.8,50.2
108,1A461707,Greencastle Materials,Crown Equipment Corporation,TSP,TSP6500-33,09/30/20,05:59:59 AM,EDT,18980.9,323.5,15.0,308.5,117.9,103.2
027,9A151775,Greencastle Materials,Crown Equipment Corporation,WAVE,WAV50-118,09/30/20,01:50:09 AM,EDT,5998.4,68.5,37.3,31.2,18.6,1.3
030,9A151774,Greencastle Materials,Crown Equipment Corporation,WAVE,WAV50-118,09/29/20,03:16:01 PM,EDT,6381.6,64.7,46.7,18.0,13.7,0.6
G06 F,6A342530,Greenville Warehouse,Crown Equipment Corporation,PR,PR4500-80,09/25/20,01:08:27 PM,EDT,131.8,7.7,4.6,3.2,4.2,0.3
G08 F,1A409330,Greenville Warehouse,Crown Equipment Corporation,RC5500,RC5520-30,09/29/20,06:30:54 PM,EDT,11898.8,145.5,75.2,70.3,56.0,17.3
G09 F,1A409339,Greenville Warehouse,Crown Equipment Corporation,RC5500,RC5520-30,09/29/20,03:59:59 PM,EDT,11005.6,125.0,65.4,59.5,47.1,5.7
G19 F,1A557590,Greenville Warehouse,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,02:44:26 PM,EDT,1410.4,186.8,58.9,128.0,73.0,27.3
G23 F,1A563999,Greenville Warehouse,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,05:29:40 PM,EDT,1189.6,160.1,56.4,103.6,73.8,25.5
G03 F,1A402596,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,09/29/20,05:29:00 PM,EDT,1622.8,47.4,21.6,25.9,17.3,4.7
G05 F,1A402704,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,09/29/20,01:59:59 PM,EDT,1663.3,73.3,31.9,41.4,25.9,8.5
G12 F,1A406504,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,09/29/20,02:44:48 PM,EDT,2987.9,84.5,43.7,40.9,26.0,8.0
G16 F,1A548108,Greenville Warehouse,Crown Equipment Corporation,RR,RR5725-45,09/29/20,10:46:56 AM,EDT,1477.7,90.5,33.6,57.0,39.0,11.1
G11 F,9A193016,Greenville Warehouse,Crown Equipment Corporation,SC,SC5245-40,09/29/20,04:06:56 PM,EDT,8415.2,93.4,32.3,61.1,42.5,6.4
G15 F,1A548016,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,09/14/20,04:40:11 PM,EDT,586.7,67.9,45.2,22.7,20.8,6.1
G17 F,1A548131,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,09/29/20,04:54:06 PM,EDT,564.4,80.0,60.4,19.6,19.5,4.8
G18 F,1A556670,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,09/24/20,08:26:15 AM,EDT,583.9,41.3,29.1,12.2,11.9,2.8
G20 F,1A560158,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,09/29/20,03:08:32 PM,EDT,552.7,149.0,108.1,40.8,37.4,10.1
G21 F,1A560159,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,09/29/20,02:50:40 PM,EDT,507.3,162.2,118.2,44.0,47.0,11.3
G22 F,1A560160,Greenville Warehouse,Crown Equipment Corporation,SP,SP3510-30,09/29/20,02:40:29 PM,EDT,496.2,100.0,72.5,27.5,25.4,7.2
G14 F,9A178238,Greenville Warehouse,Crown Equipment Corporation,WAVE,WAV50-118,09/29/20,05:13:32 PM,EDT,383.4,67.2,44.5,22.7,13.5,1.6
KNC-,6A318790,Kinston,Crown Equipment Corporation,PE,PE4500-80,09/30/20,05:17:27 AM,EDT,2659.8,95.2,62.8,32.5,36.1,1.1
KNC-,1A384550,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:54:59 AM,EDT,7895.8,150.8,68.0,82.8,60.5,19.4
KNC-0908,1A355910,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,09/29/20,02:34:19 PM,EDT,10108.9,189.3,164.7,24.5,18.7,3.2
KNC-,1A531533,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,09/28/20,02:39:37 PM,EDT,2377.4,166.8,137.6,29.2,22.1,6.2
KNC-,1A531534,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,06:05:40 AM,EDT,1807.0,160.4,113.7,46.7,37.6,5.6
KNC-,1A538905,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,09/29/20,10:26:40 PM,EDT,3225.8,167.4,82.5,84.9,61.9,20.6
KNC-,1A545795,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,01:59:59 PM,EDT,1688.3,122.4,47.7,74.7,59.5,12.4
KNC-,1A545796,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,06:01:07 AM,EDT,1824.9,158.6,100.6,58.0,46.5,8.9
KNC-,1A548443,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:59:59 AM,EDT,2107.7,260.1,155.7,104.4,85.5,34.0
KNC-,1A548444,Kinston,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:42:45 AM,EDT,1849.2,172.6,87.7,84.9,65.0,14.9
KNC-,1A568164,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,09/30/20,05:59:59 AM,EDT,2362.1,359.1,153.5,205.6,143.2,26.4
KNC-,1A568165,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,09/30/20,05:59:59 AM,EDT,2346.1,333.3,123.8,209.5,157.7,46.3
KNC-,1A581966,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,09/30/20,05:27:24 AM,EDT,339.0,185.2,112.0,73.2,55.8,16.7
KNC-,1A581967,Kinston,Crown Equipment Corporation,RC5500,RC5545-40,09/30/20,05:54:29 AM,EDT,375.1,245.2,165.4,79.8,60.1,18.7
KNC-,1A559797,Kinston,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:59:59 AM,EDT,723.3,164.1,85.4,78.7,44.7,9.0
KNC-,1A559798,Kinston,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:59:59 AM,EDT,572.7,126.7,85.1,41.6,30.3,7.4
KNC-,1A563034,Kinston,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,01:50:05 PM,EDT,637.7,98.8,55.3,43.5,30.9,9.6
KNC-,1A547283,Kinston,Crown Equipment Corporation,SP,SP3550H-30,09/29/20,04:11:09 PM,EDT,184.4,95.6,84.6,11.0,8.7,5.0
KNC-,10180457,Kinston,Crown Equipment Corporation,TR 4500,TR4500-250,09/30/20,06:07:09 AM,EDT,64.2,64.5,58.5,6.0,6.6,0.0
KNC-,1A533739,Kinston,Crown Equipment Corporation,TSP,TSP6500-33,09/30/20,05:59:59 AM,EDT,3096.7,147.3,44.6,102.7,22.8,30.7
KNC-,1A533936,Kinston,Crown Equipment Corporation,TSP,TSP6500-33,09/30/20,06:08:55 AM,EDT,3174.6,153.7,40.5,113.2,26.4,35.5
KNC-,5A801477,Kinston,Crown Equipment Corporation,WP,WP2335-45,09/29/20,01:59:59 PM,EDT,556.4,65.6,61.9,3.7,3.3,0.5
KNC-,7A302202,Kinston,Crown Equipment Corporation,WP,WP3035-45,09/29/20,01:36:45 PM,EDT,5.6,53.4,53.4,0.0,0.0,0.1
118 O,1A421991,Minster,Crown Equipment Corporation,RC5500,RC5535-35,09/10/20,09:32:13 AM,EDT,74.6,0.1,0.1,0.0,0.0,0.0
140,9A211173,New Castle,Crown Equipment Corporation,FC,FC4525-60,09/30/20,05:42:41 AM,EDT,3919.5,36.5,10.5,25.9,19.7,3.5
156,9A190277,New Castle,Crown Equipment Corporation,FC,FC4525-60,09/30/20,05:54:22 AM,EDT,10151.9,198.8,7.7,191.1,139.0,12.5
157,9A222516,New Castle,Crown Equipment Corporation,FC,FC4525-60,09/29/20,01:54:12 PM,EDT,5057.8,53.5,17.5,36.0,25.8,2.0
158,9A191584,New Castle,Crown Equipment Corporation,FC,FC4525-60,09/30/20,06:04:42 AM,EDT,16555.8,156.7,32.7,124.1,104.1,7.1
159,10056001,New Castle,Crown Equipment Corporation,FC,FC5225-60,09/29/20,01:26:51 PM,EDT,2551.1,8.5,1.5,7.0,3.9,1.2
172,9A215216,New Castle,Crown Equipment Corporation,FC,FC-POWERUNIT,09/29/20,01:27:57 PM,EDT,289.1,12.8,4.5,8.3,6.8,0.0
786,9A185059,New Castle,Crown Equipment Corporation,IC,C51050-65,09/30/20,04:44:13 AM,EDT,5613.0,22.3,0.5,21.8,13.5,1.8
961,6A309036,New Castle,Crown Equipment Corporation,PE,PE4500-80,09/29/20,10:05:28 AM,EDT,783.8,6.3,3.6,2.7,3.0,0.1
962,6A342092,New Castle,Crown Equipment Corporation,PE,PE4500-80,09/29/20,10:33:56 AM,EDT,1061.6,21.9,9.9,12.0,12.5,1.0
960,6A308960,New Castle,Crown Equipment Corporation,PR,PR4500-80,09/29/20,06:42:12 PM,EDT,51.1,2.5,2.0,0.6,0.6,0.0
958,6A307751,New Castle,Crown Equipment Corporation,PW,PW3520-80,09/30/20,06:01:25 AM,EDT,346.1,26.1,21.2,4.9,4.9,0.3
129,1A430225,New Castle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,02:19:38 PM,EDT,1314.0,23.4,8.3,15.1,12.4,1.3
130,1A559768,New Castle,Crown Equipment Corporation,RC5500,RC5555-40,09/30/20,12:54:16 AM,EDT,1223.8,83.7,30.0,53.7,41.1,11.1
131,1A559769,New Castle,Crown Equipment Corporation,RC5500,RC5555-40,09/30/20,05:59:59 AM,EDT,3159.6,422.4,130.8,291.6,212.2,34.9
132,1A559770,New Castle,Crown Equipment Corporation,RC5500,RC5555-40,09/29/20,02:51:07 PM,EDT,1459.7,85.5,30.3,55.2,37.8,12.2
013,1A521875,New Castle,Crown Equipment Corporation,RM6000,RM6095S-45,09/30/20,05:59:59 AM,EDT,3058.1,171.8,72.4,99.4,54.8,15.8
014,1A548796,New Castle,Crown Equipment Corporation,RM6000,RM6095S-45,09/30/20,05:59:59 AM,EDT,1409.4,147.8,47.2,100.6,59.3,12.0
015,1A546960,New Castle,Crown Equipment Corporation,RM6000,RM6095S-45,09/29/20,02:50:22 PM,EDT,2215.7,154.6,55.8,98.8,59.6,23.4
012,1A432931,New Castle,Crown Equipment Corporation,RR,RR5725-45,09/29/20,02:51:38 PM,EDT,4412.6,108.1,45.3,62.8,45.8,9.2
134,9A191036,New Castle,Crown Equipment Corporation,SC,SC5245-35,09/29/20,10:42:26 PM,EDT,6908.2,193.2,90.7,102.6,67.8,13.5
135,9A191037,New Castle,Crown Equipment Corporation,SC,SC5245-35,09/30/20,05:50:32 AM,EDT,17007.4,153.8,53.3,100.5,75.4,10.2
306,10147671,New Castle,Crown Equipment Corporation,SHR/SH,SHR5540-35,09/25/20,01:57:24 PM,EDT,17.0,13.4,10.2,3.2,1.8,0.4
240,1A397018,New Castle,Crown Equipment Corporation,SP,SP3550H-30,09/29/20,11:51:00 AM,EDT,408.1,7.9,5.0,2.8,2.3,0.8
476,6A312867,New Castle,Crown Equipment Corporation,TR 4500,TR4500-250,09/29/20,10:34:11 PM,EDT,977.0,90.7,73.8,16.9,18.5,0.0
591,9A198237,New Castle,Crown Equipment Corporation,WAVE,WAV50-118,09/09/20,09:44:49 AM,EDT,233.5,0.4,0.2,0.2,0.2,0.0
840,10131513,New Castle,Crown Equipment Corporation,WP,WP3030-45,09/30/20,03:35:24 AM,EDT,137.3,37.9,31.4,6.5,6.5,0.7
107 F,10136503,NKO,Crown Equipment Corporation,FC,FC5225-60,09/29/20,05:58:28 PM,EDT,114.4,23.0,14.5,8.6,5.4,2.4
838 F,10127391,NKO,Crown Equipment Corporation,PW,PW3520-80,09/29/20,08:57:44 AM,EDT,39.3,6.2,4.9,1.3,1.3,0.1
005 F,1A466678,NKO,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:59:59 AM,EDT,7385.6,254.4,139.9,114.4,88.7,47.4
071 F,1A484690,NKO,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,02:38:32 PM,EDT,5402.6,89.3,48.8,40.4,32.9,12.3
076 F,1A548981,NKO,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,04:24:03 AM,EDT,2844.8,284.1,146.0,138.2,107.1,48.4
628 M,GS3004-,NKO,Genie Lift,Scissor Lift,GS-1930,09/29/20,10:59:59 AM,EDT,399.0,6.3,6.3,0.0,0.0,0.0
334 F,10154201,NKO,Crown Equipment Corporation,SHR/SH,SHR5540-35,09/30/20,06:09:16 AM,EDT,504.7,62.8,31.3,31.5,14.1,7.8
515 F,9A133803,NKO,Crown Equipment Corporation,WAVE,WAV50-118,09/29/20,01:51:07 PM,EDT,674.9,7.0,4.4,2.6,1.5,0.1
522 F,9A175858,NKO,Crown Equipment Corporation,WAVE,WAV50-118,09/30/20,05:57:35 AM,EDT,3410.6,79.9,67.4,12.5,8.6,0.9
836 F,7A268659,NKO,Crown Equipment Corporation,WP,WP3035-45,09/28/20,01:14:03 PM,EDT,88.1,15.9,13.7,2.2,2.2,0.1
351 F,10085295,Plant 1,Crown Equipment Corporation,SX,SX3000-30,09/21/20,08:45:38 AM,EDT,4.7,0.5,0.4,0.1,0.1,0.0
509 F,10031060,Plant 1,Crown Equipment Corporation,WAVE,WAV60-118,09/25/20,09:07:30 AM,EDT,340.2,13.4,10.1,3.3,2.0,0.2
527 F,10028567,Plant 1,Crown Equipment Corporation,WAVE,WAV60-118,09/29/20,09:13:52 AM,EDT,312.7,31.0,25.6,5.5,3.6,0.4
809 F*,6A326369,Plant 10,Crown Equipment Corporation,PR,PR4500-80,09/30/20,06:07:15 AM,EDT,2972.6,214.7,181.2,33.5,40.5,4.0
962 F,6A320229,Plant 10,Crown Equipment Corporation,PW,PW3520-80,09/29/20,02:21:25 PM,EDT,55.2,1.6,1.4,0.3,0.3,0.0
009 F,1A515167,Plant 10,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,02:20:55 PM,EDT,1417.3,46.2,20.3,25.9,19.5,5.1
063 F,1A441755,Plant 10,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,02:50:19 PM,EDT,771.1,11.0,7.0,4.0,2.9,1.1
068 F,1A465928,Plant 10,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,02:37:29 PM,EDT,2458.8,95.8,67.4,28.5,23.7,10.1
147 F,9A205987,Plant 10,Crown Equipment Corporation,SC,SC5225-35,09/29/20,08:59:59 PM,EDT,11400.7,172.7,61.8,110.8,91.1,30.6
173 F,9A194687,Plant 10,Crown Equipment Corporation,SC,SC5225-35,09/30/20,05:59:59 AM,EDT,13764.4,216.8,84.3,132.5,109.0,39.0
686 M,GS4616P-,Plant 10,Genie Lift,Scissor Lift,GS-2032,09/29/20,02:51:04 PM,EDT,0.5,25.9,25.9,0.0,0.0,0.0
690 M,GS32P-,Plant 10,Genie Lift,Scissor Lift,GS-2032,09/29/20,02:27:49 PM,EDT,1.0,13.9,13.9,0.0,0.0,0.0
302 F,6A310684,Plant 10,Crown Equipment Corporation,SHR/SH,SHR5540-35,09/25/20,11:40:24 AM,EDT,30650.2,14.7,8.2,6.6,2.9,0.6
306 F,10154198,Plant 10,Crown Equipment Corporation,SHR/SH,SHR5540-35,09/29/20,01:57:12 PM,EDT,106.8,7.3,3.9,3.3,1.5,0.4
233 F,1A449467,Plant 10,Crown Equipment Corporation,TSP,TSP6000-30,09/29/20,10:37:16 PM,EDT,10803.6,195.3,16.6,178.7,74.1,69.0
234 F,1A311712,Plant 10,Crown Equipment Corporation,TSP,TSP6000-30,09/30/20,05:59:59 AM,EDT,40063.5,220.9,21.4,199.5,88.5,82.4
235 F,1A311648,Plant 10,Crown Equipment Corporation,TSP,TSP6000-30,09/30/20,12:32:42 AM,EDT,38311.7,108.7,10.3,98.5,43.4,43.8
501 F,9A164098,Plant 10,Crown Equipment Corporation,WAVE,WAV50-118,09/29/20,02:19:56 PM,EDT,936.7,14.7,8.4,6.3,3.2,0.4
064 M *,1A449962,Plant 11,Crown Equipment Corporation,RR,RR5725-45,09/25/20,01:39:22 PM,EDT,1449.6,1.3,0.2,1.1,0.4,0.2
609 M,9A192052,Plant 14,Crown Equipment Corporation,IC,C51050-65,09/29/20,10:37:45 AM,EDT,4649.0,32.3,0.1,32.1,20.5,1.7
780 M,10079368,Plant 14,Crown Equipment Corporation,IC,C51000-50,09/29/20,10:58:29 AM,EDT,783.3,14.9,0.0,14.9,9.0,0.8
105 M *,1A472711,Plant 14,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,02:51:28 PM,EDT,1537.7,62.9,31.1,31.7,21.0,6.2
601 M,GS4608-,Plant 14,Genie Lift,Scissor Lift,GS-2032,09/29/20,01:59:59 PM,EDT,0.0,12.7,12.7,0.0,0.0,0.0
603 M,32668,Plant 14,Genie Lift,Scissor Lift,GS-2032,09/17/20,11:59:59 AM,EDT,857.1,6.2,6.2,0.0,0.0,0.0
616 M,32666,Plant 14,Genie Lift,Scissor Lift,GS-2032,09/24/20,12:56:38 PM,EDT,402.0,0.6,0.6,0.0,0.0,0.0
631 M,GS32P-,Plant 14,Genie Lift,Scissor Lift,GS-2032,09/28/20,01:21:01 PM,EDT,0.0,9.4,9.4,0.0,0.0,0.0
682 M,GS46P-,Plant 14,Genie Lift,Scissor Lift,GS-3246,09/26/20,07:12:26 AM,EDT,22.7,30.8,27.0,3.9,3.9,0.0
687 M,GS30P-,Plant 14,Genie Lift,Scissor Lift,GS-2032,09/23/20,12:03:12 PM,EDT,0.0,4.4,4.4,0.0,0.0,0.0
712 M,GS32P-,Plant 14,Genie Lift,Scissor Lift,GS-2646,09/28/20,11:46:57 AM,EDT,0.0,12.4,12.4,0.0,0.0,0.0
725 M,GS32P-,Plant 14,Genie Lift,Scissor Lift,GS-2032,09/23/20,01:21:53 PM,EDT,1.0,6.0,6.0,0.0,0.0,0.0
733 M,GS3016P-,Plant 14,Genie Lift,Scissor Lift,GS-2032,09/23/20,02:45:39 PM,EDT,0.0,7.6,7.6,0.0,0.0,0.0
517 M,10173531,Plant 14,Crown Equipment Corporation,WAVE,WAV60-118,09/29/20,02:31:58 PM,EDT,112.7,9.6,6.1,3.6,1.4,0.4
532 M,10146050,Plant 14,Crown Equipment Corporation,WAVE,WAV60-118,09/15/20,12:26:30 PM,EDT,107.6,5.7,3.3,2.4,1.3,0.4
727 F,62524,Plant 3,Hubtex,Hubtex,MD 37 2128-PU,09/29/20,02:48:12 PM,EDT,5156.1,62.9,28.3,34.6,7.5,9.5
820 M,10065688,Plant 3,Crown Equipment Corporation,PR,PR4500-80,09/29/20,06:25:16 PM,EDT,278.2,40.2,33.4,6.8,7.5,0.1
976 O,10045659,Plant 3,Crown Equipment Corporation,PW,PW3520-80,09/30/20,06:02:27 AM,EDT,287.0,38.5,31.5,7.0,7.0,0.2
154 F,1A481011,Plant 3,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:59:59 AM,EDT,4168.5,211.6,139.2,72.4,57.3,30.0
003 F,1A548982,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,06:03:38 AM,EDT,621.6,51.5,20.7,30.8,21.6,7.2
021 F,1A396439,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,06:06:11 AM,EDT,10401.7,95.9,24.2,71.6,51.5,19.8
028 F,1A396909,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:59:59 AM,EDT,29622.0,400.1,95.1,305.0,175.3,77.3
029 F,1A470971,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:59:59 AM,EDT,14546.1,339.1,122.6,216.6,133.0,46.5
030 F,1A419200,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,06:06:10 AM,EDT,14083.2,203.4,69.6,133.8,88.3,40.8
033 F,1A517112,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,03:03:56 PM,EDT,330.3,49.1,42.7,6.5,3.8,2.2
035 F,1A414825,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,07:28:55 PM,EDT,12101.1,137.3,54.2,83.1,66.0,25.0
041 F,1A449148,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:59:59 AM,EDT,6541.0,298.5,204.6,93.9,73.7,34.0
062 F,1A426730,Plant 3,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,10:35:17 PM,EDT,23277.9,312.9,71.9,241.0,158.1,61.6
618 M,GS3007A-,Plant 3,Genie Lift,Scissor Lift,GS-2032,09/27/20,02:42:39 PM,EDT,399.0,21.3,21.3,0.0,0.0,0.0
630 M,GS3007A-,Plant 3,Genie Lift,Scissor Lift,GS-2032,09/23/20,08:05:52 PM,EDT,0.0,14.6,14.6,0.0,0.0,0.0
347 F,5A528584,Plant 3,Crown Equipment Corporation,SX,SX3000-30,09/29/20,02:04:21 PM,EDT,2101.0,18.9,9.6,9.3,7.9,2.3
371 F,10180109,Plant 3,Crown Equipment Corporation,SX,SX3000-40,09/29/20,10:34:47 PM,EDT,9.2,6.5,5.2,1.4,1.4,0.4
426 F,10180137,Plant 3,Crown Equipment Corporation,TR 4500,TR4500-250,09/29/20,02:52:43 PM,EDT,146.2,68.0,49.6,18.4,19.3,0.0
526 F,9A229642,Plant 3,Crown Equipment Corporation,WAVE,WAV60-118,09/30/20,03:09:55 AM,EDT,1142.1,32.8,13.9,18.9,10.6,3.4
588 M,9A193213,Plant 3,Crown Equipment Corporation,WAVE,WAV50-118,09/29/20,10:07:03 AM,EDT,1174.2,10.8,6.7,4.0,1.7,0.4
979 F,10141048,Plant 3,Crown Equipment Corporation,WP,WP3035-45,09/30/20,04:59:59 AM,EDT,34.5,15.9,14.1,1.9,1.9,0.2
128 F,10087924,Plant 4,Crown Equipment Corporation,FC,FC5225-60,09/30/20,05:33:32 AM,EDT,1050.8,149.4,95.2,54.2,32.5,7.1
660 F,9A193237,Plant 4,Crown Equipment Corporation,IC,C51050-65,09/29/20,07:16:07 AM,EDT,5832.2,17.5,0.0,17.5,10.4,0.6
931 I,10056125,Plant 4,Crown Equipment Corporation,PE,PE4500-80,09/30/20,05:59:59 AM,EDT,217.3,95.2,89.8,5.3,6.3,0.2
883 O,10092861,Plant 4,Crown Equipment Corporation,PW,PW3520-80,09/30/20,05:53:19 AM,EDT,906.2,104.2,71.2,32.9,32.9,1.0
102 M,1A536908,Plant 4,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,10:55:15 PM,EDT,3259.7,183.5,93.4,90.2,69.5,10.3
112 M*,1A371577,Plant 4,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,06:11:07 AM,EDT,14974.8,324.4,157.3,167.1,133.1,26.6
113,1A409338,Plant 4,Crown Equipment Corporation,RC5500,RC5520-30,09/29/20,04:35:57 PM,EDT,1623.3,139.3,79.2,60.0,47.5,15.7
611 M,GS3004-,Plant 4,Genie Lift,Scissor Lift,GS-2032,09/29/20,08:41:17 AM,EDT,631.2,0.1,0.1,0.0,0.0,0.0
684 M,GS3216P-,Plant 4,Genie Lift,Scissor Lift,GS-2032,09/21/20,10:39:24 AM,EDT,65.0,4.1,4.1,0.0,0.0,0.0
315 I,10022827,Plant 4,Crown Equipment Corporation,SHR/SH,SHR5540-35,09/29/20,01:48:03 PM,EDT,926.9,35.5,16.9,18.6,11.5,1.2
506 F,10082882,Plant 4,Crown Equipment Corporation,WAVE,WAV60-118,09/29/20,01:53:47 PM,EDT,257.8,41.6,33.9,7.7,3.2,1.5
531 F,10146051,Plant 4,Crown Equipment Corporation,WAVE,WAV60-118,09/30/20,05:59:59 AM,EDT,258.6,218.9,199.4,19.5,7.4,3.6
822 I,7A300606,Plant 4,Crown Equipment Corporation,WP,WP3035-45,09/21/20,11:53:06 AM,EDT,104.4,0.3,0.2,0.0,0.0,0.0
823 I,7A318311,Plant 4,Crown Equipment Corporation,WP,WP3030-45,09/29/20,04:08:56 PM,EDT,424.4,180.1,172.3,7.8,7.8,0.7
974 I,7A256405,Plant 4,Crown Equipment Corporation,WP,WP3045-45,09/29/20,02:01:51 PM,EDT,397.3,28.9,22.2,6.7,6.7,0.3
100 F *,9A183304,Plant 4 DC,Crown Equipment Corporation,FC,FC-POWERUNIT,09/30/20,05:43:22 AM,EDT,9823.1,148.3,78.9,69.5,55.8,0.0
145 F *,9A152652,Plant 4 DC,Crown Equipment Corporation,FC,FC4000PU,09/17/20,11:41:50 AM,EDT,6141.5,1.3,0.9,0.4,0.3,0.4
159 F *,9A213828,Plant 4 DC,Crown Equipment Corporation,FC,FC4525-55,09/30/20,06:04:26 AM,EDT,7555.4,148.0,53.1,94.9,69.0,8.6
164 F *,10023109,Plant 4 DC,Crown Equipment Corporation,FC,FC5225-55,09/30/20,05:09:01 AM,EDT,3937.6,108.6,35.9,72.7,52.4,12.4
826 F *,6A342392,Plant 4 DC,Crown Equipment Corporation,PE,PE4500-80,09/30/20,05:59:04 AM,EDT,2542.2,131.3,103.4,27.9,34.0,1.8
804 F *,6A335429,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,09/30/20,05:19:49 AM,EDT,3841.1,98.2,45.4,52.7,60.8,3.0
806 F,10073645,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,09/30/20,03:43:50 AM,EDT,955.0,145.1,101.0,44.0,48.3,3.6
815 F,6A251147,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,09/30/20,12:55:22 AM,EDT,5426.5,2.5,1.6,0.9,1.0,0.0
831 F*,6A342396,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,09/30/20,01:52:42 AM,EDT,3323.5,213.3,165.2,48.1,55.5,4.9
849 F*,10008464,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,09/30/20,12:54:45 AM,EDT,3052.0,80.8,60.3,20.6,22.7,1.3
854 F,10215026,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,09/17/20,10:17:53 AM,EDT,0.2,0.0,0.0,0.0,0.0,0.0
855 F,10215027,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,09/21/20,02:16:25 PM,EDT,0.3,0.2,0.1,0.1,0.1,0.0
856 F,10215028,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,09/17/20,10:29:12 AM,EDT,0.3,0.1,0.1,0.1,0.1,0.0
895 F *,6A311661,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,09/29/20,06:57:41 PM,EDT,4482.0,143.9,113.1,30.8,34.5,2.8
900 F,10082939,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,09/30/20,05:58:10 AM,EDT,1055.3,156.1,108.2,47.9,55.5,2.0
193 F *,1A421317,Plant 4 DC,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:59:59 AM,EDT,16906.6,280.5,105.9,174.6,144.2,37.3
011 F,1A573433,Plant 4 DC,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,06:10:41 AM,EDT,973.4,149.4,78.2,71.2,55.3,16.7
016 F,1A554794,Plant 4 DC,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:59:59 AM,EDT,2586.7,219.1,83.0,136.1,113.1,35.5
